id,title,author,publisher,published_date,description,categories,language,page_count,average_rating,ratings_count,thumbnail,source
tgzgEAAAQBAJ,Dead Silence (A Kelsey Hawk FBI Suspense Thriller—Book Four),Kate Bold,Kate Bold,2024-02-21,"Tough and brilliant FBI special agent 30-year-old Kelsey Hawk is relocated to the desolate and unforgiving landscape of small town North Dakota, to which she’d vowed to never return, when a string of murders disturbs the peace of several small towns with seemingly no link between the victims. Kelsey must gain the locals’ trust to solve the murders before the killer can strike again—or claim his next victim… “This is an excellent book… When you start reading, be sure you don’t have to wake up early!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ DEAD SILENCE is book #4 in a new series by #1 bestselling mystery and suspense author Kate Bold, whose bestseller NOT ME (a free download) has received over 1,500 five star ratings and reviews. When she was just a child, Kelsey’s entire family was murdered, leaving her, the sole survivor, to grow up in the foster system. A rising star in the FBI, Kelsey set her ambitions on being assigned to a field office in the big city, away from the ghosts of her past. But when she’s reassigned to a small town in North Dakota, she can’t help but remember all the tragedy she fought so hard to leave behind. Can she stop this killer in time? A page-turning and harrowing crime thriller featuring a brilliant and tortured FBI agent, the KELSEY HAWK series is a riveting mystery, packed with non-stop action, suspense, twists and turns, revelations, and driven by a breakneck pace that will keep you flipping pages late into the night. Fans of Rachel Caine, Teresa Driscoll, and Robert Dugoni are sure to fall in love. Future books in the series are now available. “This book moved very fast and every page was exciting. Plenty of dialogue, you absolutely love the characters, and you were rooting for the good guy throughout the whole story… I look forward to reading the next in the series.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Kate did an amazing job on this book and I was hooked from the first chapter!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “I really enjoyed this book. The characters were authentic, and I see the bad guys as something we hear about daily on the news... Looking forward to book 2.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “This was a really good book. The main characters were real, flawed and human. The story went along quickly and wasn't mired in too many unnecessary details. I really enjoyed it.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Alexa Chase is headstrong, impatient, but most of all brave with a capital B. She never, repeat never, backs down until the bad guys are put where they belong. Clearly five stars!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Captivating and riveting serial murder with a twist of the macabre… Very well done.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “WOW what a great read! Talk about a diabolical killer! Really enjoyed this book. Looking forward to reading others by this author as well.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Page turner for sure. Great characters and relationships. I got into the middle of this story and couldn’t put it down. Looking forward to more from Kate Bold.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Hard to put down. It has an excellent plot and has the right amount of suspense. I really enjoyed this book.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Extremely well written, and well worth buying and reading. I can't wait to read book two!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐",Fiction,en,216.0,,,http://books.google.com/books/content?id=tgzgEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
G5uSEAAAQBAJ,Not Again (A Camille Grace FBI Suspense Thriller—Book 6),Kate Bold,Kate Bold,2023-04-12,"When victims of a new killer are found tied to mangroves along the Florida waterways, half-submerged, Camille Grace is summoned to decode this killer’s signature—and stop him before he strikes again. “Phenomenal debut with a huge creep factor… So many twists and turns, you’ll have no idea who the next victim will be. If you love a thriller that will keep you awake well into the night, this book is for you.” —Reader review for Let Me Go NOT AGAIN is book #6 in a long-anticipated new series by #1 bestseller Kate Bold, whose bestseller NOT NOW (a free download) has received over 600 five star ratings and reviews. A riveting psychological crime thriller full of mystery and suspense, the CAMILLE GRACE mystery series will make you fall in love with a brilliant new female protagonist. Packed with twists and turns, her story will keep you flipping pages late into the night. Books #7 and #8—NOT SAFE and NOT TODAY—are available now. “This is an excellent book… When you start reading, be sure you don’t have to wake up early!” —Reader review for The Killing Game “I really enjoyed this book… It draws you in right away and keeps you turning the pages right up to the end. I am really anticipating the next book.” —Reader review for Let Me Go “WOW what a great read! Talk about a diabolical killer! Really enjoyed this book. Looking forward to reading others by this author as well.” —Reader review for The Killing Game “Excellent start to a new series… Get this book and read it, you will love it!” —Reader review for Let Me Go “Captivating and riveting serial murder with a twist of the macabre… Very well done.” —Reader review for The Killing Game “Good read with good plot, plenty of action, and great character development. A thriller that will keep you awake into the night.” —Reader review for Let Me Go",Fiction,en,212.0,,,http://books.google.com/books/content?id=G5uSEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
_miWEAAAQBAJ,Judging You (A Hailey Rock FBI Suspense Thriller—Book 5),Rylie Dark,Rylie Dark,2023-11-28,"Despite being a rising star in the BAU unit, FBI Special Agent Hailey Rock still lives in the shadow of her older sister, who remained in their small Midwestern town to become a police sheriff, and who remains the favorite in their parents’ eyes. Hailey has not thought of her estranged family in ages, but when bodies are discovered in abandoned haunted houses in farm fields, Hailey must work with her sister to get past the haunted lore, and to catch a sinister serial killer eager to strike again. “A brilliant book. I couldn’t put it down and I never guessed who the murderer was!” —Reader review for Only Murder ⭐⭐⭐⭐⭐ JUDGING YOU is book #5 in a long-anticipated new series by #1 bestseller Rylie Dark, whose bestseller SEE HER RUN (a free download) has received over 700 five star ratings and reviews. An abandoned house, considered by locals to be haunted, becomes a crime scene. Hailey used to avoid this house growing up, and now she remembers why. The place would be eerie, even without the body. The suspect must be a local, given the history of the place, but who? Can Hailey face her hometown ghosts to uncover the truth? A cat-and-mouse thriller with harrowing twists and turns and filled with heart-pounding suspense, the HAILEY ROCK mystery series offers a fresh twist on the genre as it introduces two brilliant protagonists who will make you fall in love and keep you turning pages late into the night. Future books in the series will be available soon. “I loved this thriller, read it in one sitting. Lots of twists and turns and I didn’t guess the culprit at all… Already pre-ordered the second!” —Reader review for Only Murder ⭐⭐⭐⭐⭐ “This book takes off with a bang… An excellent read, and I'm looking forward to the next book!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “Fantastic book! It was hard to put down. I can’t wait to see what happens next!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “The twists and turns kept coming. Can't wait to read the next book!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “A must-read if you enjoy action-packed stories with good plots!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “I really like this author and this series starts with a bang. It will keep you turning the pages till the end of the book and wanting more.” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “I can't say enough about this author! How about ‘out of this world’! This author is going to go far!” —Reader review for ONLY MURDER ⭐⭐⭐⭐⭐ “I really enjoyed this book… The characters were alive, and the twists and turns were great. It will keep you reading till the end and leave you wanting more.” —Reader review for NO WAY OUT ⭐⭐⭐⭐⭐ “This is an author that I highly recommend. Her books will have you begging for more.” —Reader review for NO WAY OUT ⭐⭐⭐⭐⭐",Fiction,en,245.0,,,http://books.google.com/books/content?id=_miWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
yLXGEAAAQBAJ,Following You (A Hailey Rock FBI Suspense Thriller—Book 6),Rylie Dark,Rylie Dark,2024-01-27,"Despite being a rising star in the BAU unit, FBI Special Agent Hailey Rock lives in the shadow of her older sister, a sheriff in their small Midwestern town, and their parents’ favorite. But when a series of bodies appear in mysterious crop circles in farm country, it is Hailey who is needed to solve the crime her sister cannot—and to catch a serial killer and save the next victim before he strikes again. “A brilliant book. I couldn’t put it down and I never guessed who the murderer was!” —Reader review for Only Murder ⭐⭐⭐⭐⭐ FOLLOWING YOU is book #6 in a long-anticipated new series by #1 bestseller Rylie Dark, whose bestseller SEE HER RUN (a free download) has received over 700 five star ratings and reviews. An abandoned house, considered by locals to be haunted, becomes a crime scene. Hailey used to avoid this house growing up, and now she remembers why. The place would be eerie, even without the body. The suspect must be a local, given the history of the place, but who? Can Hailey face her hometown ghosts to uncover the truth? A cat-and-mouse thriller with harrowing twists and turns and filled with heart-pounding suspense, the HAILEY ROCK mystery series offers a fresh twist on the genre as it introduces two brilliant protagonists who will make you fall in love and keep you turning pages late into the night. Future books in the series will be available soon. “I loved this thriller, read it in one sitting. Lots of twists and turns and I didn’t guess the culprit at all… Already pre-ordered the second!” —Reader review for Only Murder ⭐⭐⭐⭐⭐ “This book takes off with a bang… An excellent read, and I'm looking forward to the next book!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “Fantastic book! It was hard to put down. I can’t wait to see what happens next!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “The twists and turns kept coming. Can't wait to read the next book!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “A must-read if you enjoy action-packed stories with good plots!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “I really like this author and this series starts with a bang. It will keep you turning the pages till the end of the book and wanting more.” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “I can't say enough about this author! How about ‘out of this world’! This author is going to go far!” —Reader review for ONLY MURDER ⭐⭐⭐⭐⭐ “I really enjoyed this book… The characters were alive, and the twists and turns were great. It will keep you reading till the end and leave you wanting more.” —Reader review for NO WAY OUT ⭐⭐⭐⭐⭐ “This is an author that I highly recommend. Her books will have you begging for more.” —Reader review for NO WAY OUT ⭐⭐⭐⭐⭐",Fiction,en,228.0,,,http://books.google.com/books/content?id=yLXGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
tF6bEAAAQBAJ,Come Take Me (A Caitlin Dare FBI Suspense Thriller—Book 3),Molly Black,Molly Black,2023-03-30,"When a new serial killer strikes, abducting victims from lonely train stations across the country, FBI Special Agent Caitlin Dare, teaming up with the rail police, must race to crack his mysterious M.O. Why is he targeting train stations? Where is he taking them? And could Caitlin herself be next? “Molly Black has written a taut thriller that will keep you on the edge of your seat… I absolutely loved this book and can’t wait to read the next book in the series!” —Reader review for Girl One: Murder COME TAKE ME is book #3 of a brand-new series by critically acclaimed and #1 bestselling mystery and suspense author Molly Black, whose books have received over 2,000 five-star reviews and ratings. The FBI is alarmed by the rash of killings on trains throughout the country, and they realize they have to put together a joint task force to tackle it. Through a partnership with the rail police, FBI Special Agent Cailtin Dare is chosen to spearhead the new unit designed to hunt killers using trains across the country. But Cailtin remains haunted by memories of her missing sister, her unsolved case, her erratic conductor uncle, and a harrowing fear of trains. The tension with Caitlin’s new partner doesn’t help, either. Can Caitlin keep her own demons at bay long enough to face her past—and catch a killer? A page-turning and harrowing crime thriller featuring a brilliant and tortured FBI agent, the Caitlin Dare series is a riveting mystery, packed with non-stop action, suspense, twists and turns, revelations, and driven by a breakneck pace that will keep you flipping pages late into the night. Fans of Rachel Caine, Teresa Driscoll and Robert Dugoni are sure to fall in love. Books #4 and #5—COME CATCH ME and COME SAVE ME—are also available. “I binge read this book. It hooked me in and didn't stop till the last few pages… I look forward to reading more!” —Reader review for Found You “I loved this book! Fast-paced plot, great characters and interesting insights into investigating cold cases. I can't wait to read the next book!” —Reader review for Girl One: Murder “Very good book… You will feel like you are right there looking for the kidnapper! I know I will be reading more in this series!” —Reader review for Girl One: Murder “This is a very well written book and holds your interest from page 1… Definitely looking forward to reading the next one in the series, and hopefully others as well!” —Reader review for Girl One: Murder “Wow, I cannot wait for the next in this series. Starts with a bang and just keeps going.” —Reader review for Girl One: Murder “Well written book with a great plot, one that will keep you up at night. A page turner!” —Reader review for Girl One: Murder “A great suspense that keeps you reading… can't wait for the next in this series!” —Reader review for Found You “Sooo soo good! There are a few unforeseen twists… I binge read this like I binge watch Netflix. It just sucks you in.” —Reader review for Found You",Fiction,en,218.0,,,http://books.google.com/books/content?id=tF6bEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
ws0HEQAAQBAJ,Can’t Imagine (A Nora Price FBI Suspense Thriller—Book Six),Kate Bold,Kate Bold,2024-08-16,"FBI agent Nora Price remains haunted by her childhood memory of being abducted with her sister by a notorious serial killer—and escaping alone. Now, she finds herself in a twisted game of hunting a killer, where her own unresolved past may be the key to stopping him… “This is an excellent book… When you start reading, be sure you don’t have to wake up early!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ CAN’T IMAGINE is book #6 in a new series by #1 bestselling mystery and suspense author Kate Bold, whose bestseller NOT ME (a free download) has received over 1,500 five star ratings and reviews. A page-turning and harrowing crime thriller featuring a brilliant and tortured FBI agent, the NORA PRICE series is a riveting mystery, packed with non-stop action, suspense, twists and turns, revelations, and driven by a breakneck pace that will keep you flipping pages late into the night. Fans of Rachel Caine, Teresa Driscoll, and Robert Dugoni are sure to fall in love. Future books in the series are now available. “This book moved very fast and every page was exciting. Plenty of dialogue, you absolutely love the characters, and you were rooting for the good guy throughout the whole story… I look forward to reading the next in the series.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Kate did an amazing job on this book and I was hooked from the first chapter!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “I really enjoyed this book. The characters were authentic, and I see the bad guys as something we hear about daily on the news... Looking forward to book 2.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “This was a really good book. The main characters were real, flawed and human. The story went along quickly and wasn't mired in too many unnecessary details. I really enjoyed it.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Alexa Chase is headstrong, impatient, but most of all brave with a capital B. She never, repeat never, backs down until the bad guys are put where they belong. Clearly five stars!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Captivating and riveting serial murder with a twist of the macabre… Very well done.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “WOW what a great read! Talk about a diabolical killer! Really enjoyed this book. Looking forward to reading others by this author as well.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Page turner for sure. Great characters and relationships. I got into the middle of this story and couldn’t put it down. Looking forward to more from Kate Bold.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Hard to put down. It has an excellent plot and has the right amount of suspense. I really enjoyed this book.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Extremely well written, and well worth buying and reading. I can't wait to read book two!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐",Fiction,en,221.0,,,http://books.google.com/books/content?id=ws0HEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
bHvqEAAAQBAJ,In The Silence (An Elle Keen FBI Suspense Thriller—Book 5),Ava Strong,Ava Strong,2024-06-26,"When victims are found with a chilling coded message left behind, it's a race against time for FBI Agent Elle Keen to unravel the killer's twisted mind before another victim is silenced. “The plot has many twists and turns, but it is the ending, which I did not see coming at all, that totally defines this book as one of the most riveting that I have read in years.” —Reader review for Not Like Us ⭐⭐⭐⭐⭐ IN THE SILENCE is book #5 in a long-anticipated new series by #1 bestseller Ava Strong, whose bestseller NOT LIKE US (a free download) has received over 1,000 five star ratings and reviews. The series begins with IN THE DARK (book #1). An enthralling crime thriller with a captivating and complex female protagonist, Elle Keen is a riveting mystery series with non-stop action, suspense, and unexpected plot twists that are guaranteed to keep you on the edge of your seat well into the night. Fans of Robert Dugoni, Karin Slaughter, and Lisa Gardner are sure to fall in love. Future books in the series are also available. “This is a chilling, suspenseful page turner that just might leave you scared at night!” —Reader review for Not Like Us ⭐⭐⭐⭐⭐ “Very intriguing, kept me turning page after page… Lots of twists and turns and a very unexpected ending. Cannot wait for the next in this series!” —Reader review for Not Like Us ⭐⭐⭐⭐⭐ “A roller coaster ride of events… Can’t put down until you finish it!” —Reader review for Not Like Us ⭐⭐⭐⭐⭐ “Excellent read with very realistic characters that you become emotionally invested in… Couldn't put it down!” —Reader review for The Death Code ⭐⭐⭐⭐⭐ “An excellent read, lots of twists and turns, with a surprising ending, leaving you wanting to read the next book in the series! Well done!” —Reader review for The Death Code ⭐⭐⭐⭐⭐ “Well worth the read. Cannot wait to see what happens in the next book!” —Reader review for The Death Code ⭐⭐⭐⭐⭐ “Quickly became a story I couldn’t put down! I highly recommend this book!” —Reader review for His Other Wife ⭐⭐⭐⭐⭐ “I really enjoyed the fast-paced action, plot design and characterization... I didn't want to put the book down and the ending was a total surprise.” —Reader review for His Other Wife ⭐⭐⭐⭐⭐ “The characters are extremely well developed… There are twists and turns in the plot that kept me guessing. An extremely well written story.” —Reader review for His Other Wife ⭐⭐⭐⭐⭐ “One of the best books I have ever read… The ending was perfect and surprising. Ava Strong is an amazing writer.” —Reader review for His Other Wife ⭐⭐⭐⭐⭐ “Holy cow, what a rollercoaster… Many times I absolutely KNEW who the killer was—only to be proven wrong each time. I was completely surprised by the ending. I have to say, I am thrilled that this is the first in a series. My only complaint is that the next one isn't out yet. I need it!” —Reader review for His Other Wife ⭐⭐⭐⭐⭐ “An incredible, intense, spellbinding, enjoyable story. It will keep you captivated until the end.” —Reader review for His Other Wife ⭐⭐⭐⭐⭐",Fiction,en,233.0,,,http://books.google.com/books/content?id=bHvqEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
bnnqEAAAQBAJ,In The Dark (An Elle Keen FBI Suspense Thriller—Book 1),Ava Strong,Ava Strong,2024-03-14,"When the FBI is faced with its toughest riddles, it turns to Agent Elle Keen, a genius at cracking codes and using her skill to catch the most cunning serial killers. When a new serial killer leaves behind a haunting music box after claiming each victim, FBI Agent Elle Keen must rely on her sharp instincts and sharper mind to decipher the cryptic melodies—before the next life is taken. “The plot has many twists and turns, but it is the ending, which I did not see coming at all, that totally defines this book as one of the most riveting that I have read in years.” —Reader review for Not Like Us ⭐⭐⭐⭐⭐ IN THE DARK is BOOK #1 in a long-anticipated new series by #1 bestseller Ava Strong, whose bestseller NOT LIKE US (a free download) has received over 1,000 five star ratings and reviews. An enthralling crime thriller with a captivating and complex female protagonist, Elle Keen is a riveting mystery series with non-stop action, suspense, and unexpected plot twists that are guaranteed to keep you on the edge of your seat well into the night. Fans of Robert Dugoni, Karin Slaughter, and Lisa Gardner are sure to fall in love. Future books in the series are also available. “This is a chilling, suspenseful page turner that just might leave you scared at night!” —Reader review for Not Like Us ⭐⭐⭐⭐⭐ “Very intriguing, kept me turning page after page… Lots of twists and turns and a very unexpected ending. Cannot wait for the next in this series!” —Reader review for Not Like Us ⭐⭐⭐⭐⭐ “A roller coaster ride of events… Can’t put down until you finish it!” —Reader review for Not Like Us ⭐⭐⭐⭐⭐ “Excellent read with very realistic characters that you become emotionally invested in… Couldn't put it down!” —Reader review for The Death Code ⭐⭐⭐⭐⭐ “An excellent read, lots of twists and turns, with a surprising ending, leaving you wanting to read the next book in the series! Well done!” —Reader review for The Death Code ⭐⭐⭐⭐⭐ “Well worth the read. Cannot wait to see what happens in the next book!” —Reader review for The Death Code ⭐⭐⭐⭐⭐ “Quickly became a story I couldn’t put down! I highly recommend this book!” —Reader review for His Other Wife ⭐⭐⭐⭐⭐ “I really enjoyed the fast-paced action, plot design and characterization... I didn't want to put the book down and the ending was a total surprise.” —Reader review for His Other Wife ⭐⭐⭐⭐⭐ “The characters are extremely well developed… There are twists and turns in the plot that kept me guessing. An extremely well written story.” —Reader review for His Other Wife ⭐⭐⭐⭐⭐ “One of the best books I have ever read… The ending was perfect and surprising. Ava Strong is an amazing writer.” —Reader review for His Other Wife ⭐⭐⭐⭐⭐ “Holy cow, what a rollercoaster… Many times I absolutely KNEW who the killer was—only to be proven wrong each time. I was completely surprised by the ending. I have to say, I am thrilled that this is the first in a series. My only complaint is that the next one isn't out yet. I need it!” —Reader review for His Other Wife ⭐⭐⭐⭐⭐ “An incredible, intense, spellbinding, enjoyable story. It will keep you captivated until the end.” —Reader review for His Other Wife ⭐⭐⭐⭐⭐",Fiction,en,225.0,,,http://books.google.com/books/content?id=bnnqEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
F5D5EAAAQBAJ,Can’t Run (A Nora Price FBI Suspense Thriller—Book One),Kate Bold,Kate Bold,2024-03-06,"FBI agent Nora Price is haunted by the childhood memory of being abducted with her sister by a notorious serial killer—and escaping while her sister was never found. When a case eerily similar to her own arises, Nora is determined to see if it’s the same killer—and if her sister is still alive… “This is an excellent book… When you start reading, be sure you don’t have to wake up early!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ CAN’T RUN is book #1 in a new series by #1 bestselling mystery and suspense author Kate Bold, whose bestseller NOT ME (a free download) has received over 1,500 five star ratings and reviews. A page-turning and harrowing crime thriller featuring a brilliant and tortured FBI agent, the NORA PRICE series is a riveting mystery, packed with non-stop action, suspense, twists and turns, revelations, and driven by a breakneck pace that will keep you flipping pages late into the night. Fans of Rachel Caine, Teresa Driscoll, and Robert Dugoni are sure to fall in love. Future books in the series are now available. “This book moved very fast and every page was exciting. Plenty of dialogue, you absolutely love the characters, and you were rooting for the good guy throughout the whole story… I look forward to reading the next in the series.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Kate did an amazing job on this book and I was hooked from the first chapter!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “I really enjoyed this book. The characters were authentic, and I see the bad guys as something we hear about daily on the news... Looking forward to book 2.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “This was a really good book. The main characters were real, flawed and human. The story went along quickly and wasn't mired in too many unnecessary details. I really enjoyed it.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Alexa Chase is headstrong, impatient, but most of all brave with a capital B. She never, repeat never, backs down until the bad guys are put where they belong. Clearly five stars!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Captivating and riveting serial murder with a twist of the macabre… Very well done.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “WOW what a great read! Talk about a diabolical killer! Really enjoyed this book. Looking forward to reading others by this author as well.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Page turner for sure. Great characters and relationships. I got into the middle of this story and couldn’t put it down. Looking forward to more from Kate Bold.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Hard to put down. It has an excellent plot and has the right amount of suspense. I really enjoyed this book.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Extremely well written, and well worth buying and reading. I can't wait to read book two!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐",Fiction,en,220.0,,,http://books.google.com/books/content?id=F5D5EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
zeCzEAAAQBAJ,Out of Bounds (A Dylan First FBI Suspense Thriller—Book Four),Kate Bold,Kate Bold,2024-01-09,"Dylan First, brilliant psychologist turned FBI agent, cannot shake off the tragic discovery of her past—that her mentor and father figure, a brilliant psychiatrist and professor, was secretly a serial killer—especially now that he has escaped. And yet if she is to catch a new killer—one who leaves his victims mysteriously staged in chairs with a bundle of yarn—then it is precisely her mentor that Dylan must find for his brilliant psychological insight. Finding him, though, may just be the last thing Dylan wants. “This is an excellent book… When you start reading, be sure you don’t have to wake up early!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ Out of Bounds is Book #4 in a new series by #1 bestselling mystery and suspense author Kate Bold, whose bestseller NOT ME (a free download) has received over 1,500 five star ratings and reviews. A page-turning and harrowing crime thriller featuring a brilliant and tortured FBI agent, the Dylan First series is a riveting mystery, packed with non-stop action, suspense, twists and turns, revelations, and driven by a breakneck pace that will keep you flipping pages late into the night. Fans of Rachel Caine, Teresa Driscoll, and Robert Dugoni are sure to fall in love. More books in the series are also available! “This book moved very fast and every page was exciting. Plenty of dialogue, you absolutely love the characters, and you were rooting for the good guy throughout the whole story… I look forward to reading the next in the series.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Kate did an amazing job on this book and I was hooked from the first chapter!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “I really enjoyed this book. The characters were authentic, and I see the bad guys as something we hear about daily on the news... Looking forward to book 2.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “This was a really good book. The main characters were real, flawed and human. The story went along quickly and wasn't mired in too many unnecessary details. I really enjoyed it.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Alexa Chase is headstrong, impatient, but most of all brave with a capital B. She never, repeat never, backs down until the bad guys are put where they belong. Clearly five stars!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Captivating and riveting serial murder with a twist of the macabre… Very well done.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “WOW what a great read! Talk about a diabolical killer! Really enjoyed this book. Looking forward to reading others by this author as well.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Page turner for sure. Great characters and relationships. I got into the middle of this story and couldn’t put it down. Looking forward to more from Kate Bold.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Hard to put down. It has an excellent plot and has the right amount of suspense. I really enjoyed this book.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Extremely well written, and well worth buying and reading. I can't wait to read book two!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐",Fiction,en,283.0,,,http://books.google.com/books/content?id=zeCzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
gfBDEQAAQBAJ,Nina Veil FBI Thriller Bundle: Away From Here (#1) and Away From Him (#2),Kate Bold,Kate Bold,2025-01-07,"A bundle of books #1 (AWAY FROM HERE) and #2 (AWAY FROM HIM) in Kate Bold’s Nina Veil FBI Suspense Thriller series! This bundle offers books one and two in one convenient file, with over 100,000 words of reading. In AWAY FROM HERE (Book #1), FBI Agent Nina Veil wakes from a two-year coma having forgotten most of her life—but her skills are just as sharp as ever. When victims of a dangerous new killer are found inside locked cages, FBI Agent Nina Veil’s broken memories could hold the key to catching the very same man who put her in a coma—before he strikes again. In AWAY FROM HIM (Book #2), when victims are found frozen inside sculpted blocks of ice, only FBI Agent Nina Veil can unravel the mind of a cold-hearted killer in a chilling game of cat and mouse… Books #3 and #4 are available!",Fiction,en,452.0,,,http://books.google.com/books/content?id=gfBDEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
